"MaritalStatus","Gender","EstimatedYearlyIncome","NumberOfContracts","Age","Target","Available401K","CustomerValueSegment","ChurnScore","CallActivity","SentimentRating","Products","WebActivity"
"S","F",20000,1,42,"0",1,3,0,1,1,"P+B Investment",1
"S","M",20000,1,42,"1",0,3,0.1,1,1,"P+B Investment",1
"M","M",20000,1,42,"0",0,3,0.2,1,1,"Gold Investment",1
"S","F",30000,0,43,"1",1,3,0.1,1,1,"Private Investment",1
"S","M",30000,1,43,"1",0,3,0,2,1,"Private Investment",1
"M","F",30000,1,42,"0",0,3,0.2,2,1,"Private Investment",1
"M","F",40000,0,42,"1",1,3,0,2,0,"Private Investment",0
"M","F",40000,0,43,"1",1,3,0,2,0,"Private Investment",0
"M","M",30000,1,44,"1",1,3,0.2,2,1,"Private Investment",1
"M","F",30000,2,44,"1",1,3,0,2,1,"Private Investment",1
"S","M",10000,2,45,"1",1,3,0,3,4,"CO Investment",3
"S","F",20000,0,45,"0",1,3,0,1,2,"Gold Investment",2
"S","F",20000,0,45,"1",1,3,0,1,2,"Gold Investment",2
"S","M",20000,0,45,"1",1,3,0,1,2,"Gold Investment",2
"S","F",20000,1,45,"0",1,3,0,1,2,"Gold Investment",2
"S","F",20000,1,45,"0",1,3,0,1,2,"Gold Investment",2
"S","M",10000,2,46,"0",1,3,0,1,4,"CO Investment",3
"S","F",10000,1,46,"1",1,3,0,1,5,"CO Investment",2
"S","F",10000,1,46,"0",1,3,0,1,5,"CO Investment",2
"S","M",20000,2,46,"0",1,3,0,1,2,"Gold Investment",2
"M","M",20000,2,46,"0",1,3,0,1,2,"Gold Investment",2
"S","M",20000,2,46,"0",0,3,0,1,2,"Gold Investment",2
"S","F",10000,2,47,"0",1,3,0,1,3,"CO Investment",2
"S","M",10000,2,47,"0",1,3,0,1,3,"CO Investment",2
"M","M",10000,2,47,"0",1,3,0,1,3,"CO Investment",2
"M","F",40000,0,43,"1",0,3,0,1,0,"Private Investment",0
"M","F",40000,0,44,"1",0,3,0,4,0,"Private Investment",0
"M","M",30000,0,47,"1",1,3,0,4,2,"P+B Investment",2
"M","F",30000,0,47,"0",0,3,0,2,2,"P+B Investment",2
"S","M",30000,1,48,"1",0,3,0.2,2,1,"P+B Investment",0
"S","F",20000,1,76,"0",1,3,0.2,2,2,"P+B Investment",0
"M","F",30000,1,76,"0",1,3,0.2,2,1,"Private Investment",0
"M","M",40000,0,45,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,45,"0",1,3,0,3,1,"Private Investment",0
"M","F",40000,0,44,"0",1,3,0,3,1,"Private Investment",0
"M","M",40000,0,46,"0",1,3,0,3,1,"Private Investment",0
"S","F",30000,2,47,"0",1,3,0,3,2,"P+B Investment",2
"M","M",30000,0,47,"0",1,3,0,2,3,"P+B Investment",3
"S","M",30000,0,47,"1",0,3,0,2,3,"P+B Investment",3
"M","M",40000,0,46,"1",1,3,0,2,1,"Private Investment",0
"S","F",10000,2,34,"0",1,3,0,3,0,"CO Investment",0
"S","F",20000,3,30,"1",1,3,0,1,4,"Gold Investment",4
"M","F",40000,0,47,"1",1,3,0,1,1,"Private Investment",0
"M","F",40000,0,47,"1",1,3,0,3,1,"Private Investment",0
"M","M",30000,1,48,"1",1,3,0,3,1,"P+B Investment",0
"M","M",30000,1,48,"1",1,3,0,2,1,"P+B Investment",0
"M","M",30000,1,47,"0",1,3,0.2,2,1,"P+B Investment",0
"M","F",40000,1,48,"1",1,3,0,2,1,"Private Investment",0
"M","F",40000,1,48,"1",1,3,0,3,1,"Private Investment",0
"M","M",30000,3,32,"0",1,3,0,3,4,"P+B Investment",4
"S","F",20000,1,33,"0",0,3,0.2,2,0,"Gold Investment",0
"S","F",30000,1,33,"0",1,3,0.2,1,0,"P+B Investment",0
"S","F",10000,2,34,"0",1,3,0,2,0,"CO Investment",0
"S","F",10000,2,35,"0",0,3,0,1,0,"CO Investment",0
"S","M",10000,2,35,"0",1,3,0,1,0,"CO Investment",0
"S","M",30000,1,34,"1",0,3,0,1,0,"P+B Investment",0
"S","M",20000,1,34,"0",0,3,0.2,2,0,"CO Investment",0
"S","F",10000,2,36,"0",1,3,0,1,0,"CO Investment",0
"S","F",10000,2,36,"0",0,3,0,1,0,"CO Investment",0
"S","F",20000,2,36,"0",0,3,0.1,1,0,"CO Investment",0
"S","M",30000,1,35,"0",0,3,0,1,0,"P+B Investment",0
"S","M",30000,1,35,"1",0,3,0.2,2,0,"P+B Investment",0
"S","M",30000,1,35,"1",0,3,0.2,2,0,"P+B Investment",0
"M","M",40000,0,34,"1",0,3,0.1,2,1,"Private Investment",1
"S","M",10000,2,37,"0",1,3,0,3,0,"CO Investment",0
"S","M",10000,2,37,"0",0,3,0.1,1,0,"CO Investment",0
"M","F",20000,2,37,"0",1,3,0,1,0,"CO Investment",0
"S","M",20000,2,37,"0",0,3,0.1,1,0,"CO Investment",0
"S","M",30000,1,36,"0",1,3,0.2,1,0,"P+B Investment",0
"S","M",20000,2,30,"0",1,3,0.1,2,0,"CO Investment",0
"S","M",20000,2,29,"0",0,3,0,1,0,"CO Investment",0
"S","F",20000,2,30,"0",0,3,0,1,0,"CO Investment",0
"M","M",40000,2,48,"1",0,2,0.2,1,4,"Gold Investment",2
"M","M",60000,1,49,"1",1,2,0,3,1,"P+B Investment",0
"M","M",60000,1,49,"1",1,2,0,3,1,"P+B Investment",0
"S","F",40000,2,50,"1",1,2,0.2,3,4,"Gold Investment",2
"M","M",40000,2,50,"1",1,2,0.2,3,4,"Gold Investment",2
"S","F",40000,1,50,"0",1,2,0.2,3,0,"Private Investment",0
"M","F",60000,1,50,"1",1,2,0.2,4,1,"P+B Investment",0
"M","M",60000,1,49,"1",1,2,0,3,1,"P+B Investment",0
"M","M",60000,1,50,"1",0,2,0,3,1,"P+B Investment",0
"S","F",50000,1,43,"0",1,2,0,3,0,"P+B Investment",0
"S","M",60000,1,43,"1",0,2,0,3,0,"Fund Manager+",0
"S","M",60000,1,43,"1",0,2,0,4,0,"Fund Manager+",0
"S","F",60000,1,43,"1",0,2,0,4,0,"Fund Manager+",0
"M","F",60000,1,50,"1",0,2,0,4,1,"P+B Investment",0
"M","M",60000,0,39,"0",1,2,0.1,3,1,"Fund Manager+",0
"M","M",10000,0,41,"1",1,3,0,3,0,"Fund Manager+",0
"S","F",10000,0,43,"0",1,3,0,1,1,"Fund Manager+",0
"M","M",10000,0,48,"0",1,3,0,1,1,"Fund Manager+",0
"M","M",10000,0,48,"0",1,3,0,1,1,"Fund Manager+",0
"S","M",10000,0,48,"0",1,3,0,1,1,"Private Investment",0
"M","F",10000,0,49,"0",1,3,0,1,1,"Private Investment",0
"M","M",10000,0,49,"0",1,3,0,1,1,"Private Investment",0
"M","F",20000,0,48,"0",1,3,0,1,1,"Fund Manager+",0
"M","F",20000,0,49,"0",1,3,0,2,1,"Fund Manager+",0
"M","M",20000,0,49,"0",1,3,0,2,1,"Fund Manager+",0
"M","F",20000,0,75,"0",1,3,0,2,1,"Fund Manager+",0
"M","F",30000,0,73,"0",1,3,0,2,1,"Fund Manager+",0
"M","M",30000,0,48,"1",1,3,0,2,4,"Fund Manager+",0
"M","F",10000,0,52,"0",1,3,0,2,1,"Private Investment",0
"M","M",10000,0,51,"0",1,3,0,1,1,"Private Investment",0
"S","F",10000,0,52,"0",1,3,0,1,1,"Private Investment",0
"M","M",20000,0,52,"1",1,3,0,1,1,"Private Investment",0
"M","M",10000,1,55,"1",1,3,0,1,2,"P+B Investment",0
"M","F",10000,1,54,"1",1,3,0,1,2,"P+B Investment",0
"M","M",20000,0,55,"1",1,3,0,1,1,"Private Investment",0
"M","M",20000,0,55,"1",1,3,0,2,1,"Private Investment",0
"M","F",20000,0,55,"1",1,3,0,2,1,"Private Investment",0
"M","M",10000,1,56,"0",1,3,0.2,2,2,"P+B Investment",0
"S","F",10000,1,55,"1",1,3,0,1,2,"P+B Investment",0
"S","M",10000,1,72,"1",1,3,0,1,2,"Private Investment",0
"S","F",20000,0,70,"1",1,3,0,2,1,"Private Investment",0
"S","F",10000,1,68,"1",1,3,0.1,2,3,"P+B Investment",0
"M","M",20000,0,68,"0",1,3,0,1,1,"P+B Investment",0
"M","F",20000,0,68,"1",1,3,0,1,1,"P+B Investment",0
"M","F",30000,0,68,"0",1,3,0,1,1,"Private Investment",0
"S","F",10000,1,30,"1",1,1,0,2,0,"P+B Investment",0
"M","M",10000,1,30,"0",0,1,0.2,1,0,"P+B Investment",0
"M","M",10000,1,31,"0",1,1,0.2,1,0,"P+B Investment",0
"M","F",10000,1,31,"0",1,1,0.2,1,0,"P+B Investment",0
"M","M",10000,1,32,"0",1,1,0.2,1,0,"P+B Investment",0
"S","F",10000,1,33,"1",1,1,0.1,1,0,"Gold Investment",0
"M","M",10000,2,33,"1",0,1,0,1,0,"Gold Investment",0
"M","M",10000,0,33,"1",1,1,0.2,1,1,"Gold Investment",1
"M","M",10000,0,34,"1",1,1,0.2,1,1,"Gold Investment",1
"S","F",10000,0,34,"1",1,1,0.1,1,1,"Gold Investment",1
"M","M",20000,0,31,"1",0,1,0,1,0,"Private Investment",0
"S","F",10000,0,32,"1",1,1,0.2,2,1,"Gold Investment",1
"S","F",10000,0,32,"1",0,1,0.1,1,1,"Gold Investment",1
"S","F",20000,0,31,"1",0,1,0,1,0,"Private Investment",0
"M","F",20000,0,32,"1",1,1,0,2,0,"Private Investment",0
"S","M",20000,0,32,"1",1,1,0,2,0,"Private Investment",0
"S","M",20000,0,32,"1",1,1,0,2,0,"Private Investment",0
"M","F",20000,0,32,"1",1,1,0,2,0,"Private Investment",0
"M","M",20000,0,32,"1",1,1,0,2,0,"Private Investment",0
"S","M",10000,0,33,"1",1,1,0.1,2,1,"Gold Investment",1
"S","F",10000,0,32,"1",0,1,0.1,1,1,"Gold Investment",1
"S","M",20000,0,33,"1",0,1,0,1,0,"Private Investment",0
"M","F",20000,0,32,"1",1,1,0,2,0,"Private Investment",0
"S","M",20000,0,32,"1",0,1,0,2,0,"P+B Investment",0
"M","M",20000,1,67,"1",1,3,0.1,1,2,"P+B Investment",0
"M","M",20000,1,66,"1",1,3,0.1,1,2,"P+B Investment",0
"M","F",20000,0,48,"0",1,3,0.1,1,1,"P+B Investment",1
"M","M",20000,0,49,"0",1,3,0.1,1,1,"P+B Investment",1
"M","M",30000,0,49,"1",1,3,0,1,4,"Fund Manager+",0
"M","F",30000,0,49,"1",1,3,0,2,3,"Fund Manager+",0
"S","M",20000,0,50,"1",1,3,0,2,1,"P+B Investment",1
"M","F",20000,0,50,"0",0,3,0.1,1,1,"P+B Investment",1
"M","F",20000,0,50,"0",1,3,0.2,1,1,"P+B Investment",1
"M","F",30000,0,49,"1",1,3,0,1,3,"Fund Manager+",0
"S","M",10000,1,51,"0",1,3,0.1,2,1,"Gold Investment",1
"S","F",10000,1,51,"0",0,3,0.2,1,1,"Gold Investment",1
"M","M",20000,1,51,"1",0,3,0,1,2,"P+B Investment",0
"M","M",20000,1,50,"1",1,3,0,1,2,"P+B Investment",0
"M","M",20000,1,51,"1",1,3,0.2,1,2,"P+B Investment",0
"S","M",30000,0,51,"1",1,3,0,1,3,"Fund Manager+",0
"M","F",20000,1,52,"1",1,3,0,2,2,"P+B Investment",0
"M","M",30000,0,52,"1",1,3,0,1,1,"Fund Manager+",0
"M","F",30000,0,51,"1",1,3,0,2,1,"Fund Manager+",0
"S","M",30000,0,51,"1",1,3,0,2,1,"Fund Manager+",0
"S","F",30000,0,51,"1",1,3,0,2,3,"Private Investment",0
"M","F",40000,0,51,"1",1,3,0,2,3,"Fund Manager+",0
"M","M",30000,0,51,"1",1,3,0,2,1,"Private Investment",0
"M","M",10000,1,40,"0",1,3,0.5,2,1,"Gold Investment",1
"S","M",10000,0,40,"1",1,3,0,1,2,"Gold Investment",2
"S","F",10000,0,40,"0",1,3,0,1,2,"Gold Investment",2
"S","F",20000,1,40,"0",1,3,0,1,0,"P+B Investment",0
"S","M",20000,1,39,"0",0,3,0.2,1,0,"P+B Investment",0
"S","M",30000,0,40,"1",1,3,0,1,0,"Private Investment",0
"S","F",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
"M","M",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
"M","F",30000,0,40,"1",1,3,0,2,0,"Private Investment",0
"M","F",40000,0,40,"1",1,3,0,2,0,"Fund Manager+",0
"S","F",20000,1,40,"0",1,3,0,2,0,"P+B Investment",0
"M","M",30000,0,41,"1",0,3,0,1,0,"Private Investment",0
"S","F",30000,0,41,"1",1,3,0.1,2,0,"Private Investment",0
"M","M",40000,0,41,"1",0,3,0,2,0,"Fund Manager+",0
"M","M",40000,0,40,"1",1,3,0,2,0,"Fund Manager+",0
"S","F",50000,0,40,"1",1,3,0,2,0,"Fund Manager+",0
"M","F",10000,2,58,"0",1,3,0,3,3,"P+B Investment",0
"M","F",20000,1,58,"1",0,3,0.2,1,2,"P+B Investment",0
"M","M",20000,1,58,"1",1,3,0.2,1,2,"P+B Investment",0
"S","M",10000,2,56,"0",1,3,0,1,2,"Gold Investment",1
"S","F",10000,1,42,"1",1,3,0,1,2,"Gold Investment",2
"S","F",20000,1,42,"1",1,3,0,1,1,"P+B Investment",1
"M","M",30000,0,42,"1",0,3,0.1,1,1,"Private Investment",0
"M","F",30000,0,42,"1",1,3,0.2,2,1,"Private Investment",1
"S","F",40000,0,41,"1",1,3,0,2,0,"Fund Manager+",0
"M","F",40000,0,42,"1",1,3,0,2,0,"Fund Manager+",0
"M","F",40000,0,42,"1",1,3,0,2,0,"Fund Manager+",0
"M","M",40000,0,41,"1",1,3,0,2,0,"Fund Manager+",0
"M","F",40000,0,42,"1",1,3,0,2,0,"Private Investment",0
"S","F",30000,1,43,"1",0,3,0,2,1,"Private Investment",1
"M","M",30000,1,43,"1",0,3,0.2,2,1,"Private Investment",1
"S","M",40000,0,43,"1",1,3,0,2,0,"Private Investment",0
"M","F",40000,0,43,"1",1,3,0,2,0,"Private Investment",0
"M","F",40000,0,43,"1",1,3,0,2,0,"Private Investment",0
"M","M",40000,0,43,"1",1,3,0,2,0,"Private Investment",0
"M","F",40000,0,43,"1",1,3,0,2,0,"Private Investment",0
"M","F",30000,1,44,"1",1,3,0.2,2,1,"Private Investment",1
"S","M",20000,1,44,"0",1,3,0,2,2,"Gold Investment",2
"S","F",20000,1,45,"1",1,3,0,1,2,"Gold Investment",2
"S","F",20000,1,45,"1",1,3,0,1,2,"Gold Investment",2
"M","M",30000,2,45,"0",1,3,0,1,1,"Private Investment",1
"S","F",10000,1,45,"0",1,3,0,3,5,"CO Investment",2
"M","M",10000,2,79,"0",1,3,0,1,4,"Gold Investment",0
"S","M",20000,2,46,"0",0,3,0,1,2,"Gold Investment",2
"S","F",20000,2,46,"0",1,3,0,1,2,"Gold Investment",2
"S","M",20000,0,45,"1",1,3,0,1,3,"Gold Investment",3
"S","F",20000,0,46,"0",1,3,0,1,3,"Gold Investment",3
"S","F",20000,1,47,"1",1,3,0,1,3,"Gold Investment",3
"S","M",20000,1,47,"1",1,3,0,1,3,"Gold Investment",3
"S","M",20000,1,46,"1",1,3,0,1,3,"Gold Investment",3
"S","M",20000,2,47,"0",1,3,0,1,3,"Gold Investment",3
"M","F",20000,1,77,"0",1,3,0.2,1,2,"P+B Investment",0
"M","M",30000,1,77,"0",1,3,0.2,1,1,"Private Investment",0
"M","F",40000,0,44,"1",1,3,0,3,0,"Private Investment",0
"M","F",40000,0,44,"1",0,3,0,4,0,"Private Investment",0
"M","M",40000,0,76,"0",1,3,0,4,1,"Fund Manager+",0
"M","F",40000,0,76,"0",1,3,0,3,1,"Fund Manager+",0
"S","F",30000,1,45,"1",1,3,0,3,2,"P+B Investment",2
"S","F",30000,1,45,"1",1,3,0,2,2,"P+B Investment",2
"S","M",30000,1,45,"1",1,3,0,2,2,"P+B Investment",2
"S","M",30000,1,45,"1",1,3,0,2,2,"P+B Investment",2
"M","F",40000,0,45,"0",1,3,0,2,1,"Private Investment",0
"M","F",40000,0,45,"0",1,3,0,3,1,"Private Investment",0
"S","M",30000,2,46,"0",1,3,0,3,2,"P+B Investment",2
"S","F",30000,2,46,"0",1,3,0,2,2,"P+B Investment",2
"M","F",30000,2,46,"0",1,3,0,2,2,"P+B Investment",2
"S","M",30000,2,46,"0",0,3,0,2,2,"P+B Investment",2
"S","M",30000,0,47,"0",1,3,0,2,3,"P+B Investment",3
"M","F",40000,0,46,"1",1,3,0,2,1,"Private Investment",0
"S","M",20000,1,33,"0",1,3,0.2,3,0,"Gold Investment",0
"S","F",20000,1,34,"1",1,3,0,1,4,"Gold Investment",4
"S","M",20000,2,31,"0",1,3,0,1,5,"Gold Investment",5
"S","M",20000,2,30,"0",1,3,0,1,5,"Gold Investment",5
"S","F",30000,2,30,"0",1,3,0,1,3,"P+B Investment",3
"S","M",30000,2,31,"0",1,3,0,2,3,"P+B Investment",3
"M","F",40000,0,46,"1",1,3,0,2,1,"Private Investment",0
"M","F",30000,1,48,"1",1,3,0,3,1,"P+B Investment",0
"M","M",40000,1,48,"1",1,3,0,2,1,"Private Investment",0
"S","F",30000,1,32,"0",1,3,0.2,3,0,"P+B Investment",0
"S","M",20000,1,34,"0",1,3,0.1,2,0,"Gold Investment",0
"S","F",10000,2,35,"0",0,3,0,1,0,"CO Investment",0
"M","F",20000,1,34,"0",1,3,0.2,1,0,"Gold Investment",0
"S","F",30000,1,34,"0",0,3,0.2,1,0,"P+B Investment",0
"M","M",10000,2,98,"0",0,3,0,2,4,"Gold Investment",0
"S","F",20000,2,36,"0",0,3,0.1,1,0,"CO Investment",0
"S","M",20000,2,36,"0",1,3,0,1,0,"CO Investment",0
"S","M",20000,2,36,"0",0,3,0,1,0,"CO Investment",0
"S","F",30000,1,35,"1",0,3,0.2,1,0,"P+B Investment",0
"M","M",30000,1,34,"1",0,3,0,2,0,"P+B Investment",0
"M","M",10000,2,36,"0",0,3,0,2,0,"CO Investment",0
"S","F",20000,2,37,"0",0,3,0.1,1,0,"CO Investment",0
"S","M",20000,2,37,"0",1,3,0.1,1,0,"CO Investment",0
"S","F",20000,2,37,"0",1,3,0.1,1,0,"CO Investment",0
"S","F",30000,1,37,"1",0,3,0.2,1,0,"P+B Investment",0
"S","M",30000,1,37,"1",1,3,0.2,2,0,"P+B Investment",0
"M","F",30000,1,36,"1",0,3,0,2,0,"P+B Investment",0
"S","F",30000,1,36,"0",0,3,0.1,2,0,"P+B Investment",0
"S","M",40000,2,49,"1",0,2,0.2,2,4,"Gold Investment",2
"M","F",60000,1,49,"1",1,2,0,3,1,"P+B Investment",0
"M","F",60000,1,48,"1",1,2,0.2,3,1,"P+B Investment",0
"M","F",60000,1,49,"1",1,2,0,3,1,"P+B Investment",0
"S","F",40000,1,50,"0",1,2,0.2,3,0,"Private Investment",0
"S","M",40000,1,50,"0",0,2,0,4,0,"Private Investment",0
"S","M",50000,1,43,"0",0,2,0,4,0,"P+B Investment",0
"S","F",60000,1,43,"1",0,2,0,3,0,"Fund Manager+",0
"M","M",60000,1,43,"1",0,2,0,4,0,"Fund Manager+",0
"S","F",20000,2,82,"0",0,2,0.2,4,3,"Gold Investment",0
"M","F",60000,1,50,"1",1,2,0,3,1,"P+B Investment",0
"M","F",60000,1,50,"1",1,2,0.2,3,1,"P+B Investment",0
"M","M",40000,2,66,"0",1,2,0.1,3,4,"Gold Investment",0
"M","M",70000,2,66,"0",0,2,0.1,4,4,"Private Investment",0
"S","F",70000,2,66,"0",0,2,1,5,4,"Private Investment",0
"M","F",40000,2,65,"0",1,2,0.2,5,4,"Gold Investment",0
"S","F",70000,2,65,"0",0,2,0.2,4,5,"Private Investment",0
"S","M",70000,3,64,"1",1,2,1,5,5,"Private Investment",0
"M","M",70000,4,64,"1",1,2,1,5,5,"Private Investment",0
"M","M",70000,4,63,"1",1,2,0.2,5,5,"Private Investment",0
"M","M",70000,4,64,"0",0,2,1,5,5,"Private Investment",0
"M","F",60000,2,64,"0",1,2,0.2,5,4,"Private Investment",0
"S","F",60000,2,64,"0",1,2,1,5,4,"Private Investment",0
"M","M",60000,2,64,"0",1,2,1,5,4,"Private Investment",0
"S","F",70000,1,63,"0",1,2,1,5,2,"P+B Investment",1
"S","F",70000,1,63,"1",1,2,0.2,4,2,"P+B Investment",1
"M","M",70000,1,63,"0",1,2,1,4,2,"P+B Investment",1
"M","M",70000,1,63,"0",1,2,1,4,2,"P+B Investment",1
"M","M",70000,1,63,"0",1,2,1,4,2,"P+B Investment",1
"M","F",60000,3,63,"1",1,2,1,4,5,"Private Investment",0
"M","F",60000,3,62,"1",1,2,0.2,5,5,"Private Investment",0
"M","F",40000,2,62,"0",1,2,0.2,5,2,"Gold Investment",1
"M","M",60000,1,61,"0",1,2,1,4,2,"P+B Investment",1
"M","M",60000,1,62,"0",1,2,1,4,2,"P+B Investment",1
"S","F",60000,1,62,"1",1,2,0.2,4,2,"P+B Investment",1
"S","F",60000,2,62,"1",0,2,0.2,4,2,"P+B Investment",1
"S","F",60000,2,62,"1",0,2,0.2,4,2,"P+B Investment",1
"S","M",60000,0,62,"0",1,2,1,4,2,"Private Investment",1
"M","M",60000,0,62,"1",1,2,0.2,5,2,"Private Investment",1
"M","F",40000,2,61,"1",0,2,1,5,2,"Gold Investment",1
"M","M",40000,2,61,"0",1,2,0.2,4,2,"Gold Investment",1
"S","M",40000,2,61,"1",1,2,1,4,2,"Gold Investment",1
"M","M",40000,2,61,"1",1,2,1,4,2,"CO Investment",1
"S","F",60000,2,60,"0",1,2,1,3,2,"P+B Investment",1
"S","M",60000,0,61,"0",1,2,1,4,2,"Private Investment",1
"M","M",60000,0,60,"0",1,2,1,5,2,"Private Investment",1
"M","F",60000,0,61,"1",1,2,0.2,5,2,"Private Investment",1
"S","F",60000,2,60,"0",0,2,1,5,2,"P+B Investment",1
"M","M",60000,2,59,"1",1,2,0.2,4,2,"Gold Investment",1
"M","M",60000,1,60,"0",1,2,0.2,4,2,"P+B Investment",1
"M","M",70000,1,60,"0",1,2,1,4,4,"P+B Investment",2
"M","F",70000,1,60,"0",1,2,1,4,4,"P+B Investment",2
"M","M",80000,1,60,"0",1,2,0.1,4,3,"Private Investment",1
"S","F",60000,2,59,"1",1,2,0.2,5,2,"Gold Investment",1
"M","F",60000,1,59,"0",0,2,0.2,4,2,"P+B Investment",1
"M","M",60000,1,58,"0",1,2,1,4,2,"P+B Investment",1
"M","F",60000,2,59,"0",1,2,1,4,2,"P+B Investment",1
"M","M",60000,2,59,"1",1,2,0.2,4,2,"P+B Investment",1
"S","M",60000,2,59,"0",1,2,1,4,2,"P+B Investment",1
"M","M",60000,2,59,"0",1,2,1,4,2,"P+B Investment",1
"M","M",70000,1,59,"0",1,2,0.1,4,4,"P+B Investment",2
"M","F",70000,1,59,"0",0,2,0.2,4,4,"P+B Investment",2
"M","F",70000,2,59,"1",1,2,1,4,4,"P+B Investment",2
"S","F",70000,2,58,"0",1,2,1,4,2,"CO Investment",1
"M","M",70000,2,57,"0",1,2,1,3,2,"CO Investment",1
"M","M",70000,3,58,"1",1,2,0.2,3,2,"CO Investment",1
"S","M",60000,2,58,"0",1,2,1,3,2,"Gold Investment",1
"M","F",60000,2,58,"1",1,2,0.2,4,2,"Gold Investment",1
"M","M",60000,2,58,"0",0,2,1,4,2,"Gold Investment",1
"M","F",60000,2,58,"1",1,2,0.2,4,2,"Gold Investment",1
"M","F",60000,2,57,"1",1,2,0.2,4,2,"Gold Investment",1
"S","M",70000,1,57,"1",1,2,1,4,4,"P+B Investment",3
"M","F",70000,1,57,"0",1,2,0.2,4,4,"P+B Investment",3
"M","M",130000,4,51,"0",1,3,0,4,2,"Private Investment",3
"M","F",130000,4,52,"1",1,3,0.5,5,2,"Private Investment",3
"M","M",130000,2,51,"1",1,3,0.5,5,2,"P+B Investment",4
"M","M",130000,2,52,"1",1,3,0.5,4,2,"P+B Investment",4
"M","M",90000,1,52,"0",1,3,0.2,4,2,"Gold Investment",1
"M","F",100000,4,53,"0",0,3,0.5,4,2,"P+B Investment",3
"S","F",130000,2,53,"1",1,3,0,4,3,"P+B Investment",4
"S","F",110000,4,54,"1",0,3,0.5,4,2,"P+B Investment",4
"M","F",110000,4,54,"1",1,3,0.5,4,2,"P+B Investment",4
"S","F",120000,4,54,"1",1,3,0.5,4,3,"Gold Investment",4
"M","F",120000,4,54,"1",1,3,0.5,4,3,"Gold Investment",4
"M","M",120000,4,53,"1",1,3,0.5,4,3,"CO Investment",4
"M","M",130000,3,54,"1",1,3,0.5,4,3,"P+B Investment",4
"M","M",90000,2,55,"1",0,3,1,4,2,"Gold Investment",1
"M","M",100000,4,55,"0",1,3,0.2,4,2,"Gold Investment",3
"M","F",120000,4,55,"1",1,3,0.5,4,3,"CO Investment",4
"M","M",130000,3,55,"1",1,3,0.5,4,3,"P+B Investment",4
"M","F",130000,3,55,"1",0,3,0,4,3,"P+B Investment",4
"S","F",80000,2,56,"0",1,3,1,4,3,"P+B Investment",1
"S","M",70000,2,65,"1",1,3,1,4,5,"Gold Investment",1
"M","F",80000,2,65,"0",1,3,0.2,4,5,"Private Investment",0
"M","M",80000,2,66,"0",1,3,0.2,5,5,"Private Investment",0
"S","M",90000,2,66,"0",0,3,1,5,5,"P+B Investment",0
"M","F",170000,3,65,"1",0,3,0,4,3,"Private Investment",4
"M","F",60000,3,64,"1",1,3,0.2,5,3,"CO Investment",1
"M","F",100000,4,65,"0",1,3,0.2,3,2,"Private Investment",3
"S","M",80000,2,64,"0",0,3,1,5,5,"P+B Investment",0
"S","M",80000,2,63,"0",1,3,1,4,5,"P+B Investment",0
"S","M",90000,2,64,"0",0,3,0.2,4,5,"P+B Investment",0
"M","F",100000,4,63,"0",0,3,1,4,2,"Private Investment",3
"S","M",100000,4,64,"0",1,3,1,5,2,"Private Investment",3
"M","F",80000,1,56,"0",1,3,1,5,4,"P+B Investment",2
"M","F",80000,2,57,"0",1,3,1,4,4,"P+B Investment",2
"S","F",90000,1,57,"1",1,3,1,4,3,"P+B Investment",2
"M","M",90000,1,57,"1",1,3,1,4,4,"P+B Investment",2
"M","F",100000,3,56,"0",1,3,1,4,3,"Gold Investment",4
"M","M",130000,4,55,"1",1,3,0.5,4,3,"Gold Investment",4
"M","F",90000,2,57,"0",1,3,0.2,4,4,"P+B Investment",2
"M","F",90000,2,57,"0",1,3,1,4,4,"P+B Investment",2
"M","M",100000,3,57,"1",1,3,0.2,4,3,"Private Investment",4
"M","F",120000,2,57,"1",1,3,1,5,3,"Private Investment",5
"M","M",120000,3,56,"0",1,3,1,5,3,"Private Investment",5
"M","M",150000,2,57,"1",1,3,1,5,2,"Fund Manager+",5
"M","M",90000,2,58,"1",1,3,0.2,5,4,"Gold Investment",1
"S","M",130000,3,58,"1",0,3,0,4,4,"P+B Investment",5
"S","F",80000,2,59,"0",0,3,1,4,5,"Gold Investment",2
"M","M",90000,3,59,"0",1,3,1,4,4,"Gold Investment",1
"M","M",110000,2,59,"1",1,3,1,4,4,"P+B Investment",5
"M","M",130000,3,59,"0",1,3,0,4,4,"Gold Investment",5
"S","M",130000,3,59,"1",1,3,0,4,4,"Gold Investment",5
"M","F",90000,3,60,"0",0,3,1,4,4,"Gold Investment",1
"M","F",90000,3,60,"1",1,3,0.5,5,4,"Gold Investment",1
"M","M",110000,2,60,"1",0,3,1,5,4,"P+B Investment",5
"M","M",130000,3,60,"1",1,3,0,5,4,"Gold Investment",5
"M","F",160000,3,60,"0",1,3,1,5,2,"P+B Investment",5
"S","F",80000,3,61,"0",1,3,1,5,5,"Gold Investment",1
"M","M",120000,3,61,"0",1,3,1,5,4,"Gold Investment",5
"M","M",150000,4,61,"0",1,3,0,5,4,"Gold Investment",5
"S","F",90000,4,62,"0",1,3,1,5,4,"CO Investment",1
